Brand,Model Name,ECommerceName,ECommercePrice,ECommerceStatus,ECommercePdURL
A&K,A&K A10 (White),snapdeal,725,0,http://www.snapdeal.com//product/ak-a-10-white/661788078493?tag=New
A&K,A&K A9 (Black),flipkart,749,1,http://www.flipkart.com/k-a9/p/itme8azxhxbghwjk?pid=MOBE44WQCVK8ZYZD
A&K,A&K A7 (Black),snapdeal,682,0,http://www.snapdeal.com//product/ak-dual-sim-mobile-phonea/652723057899?tag=New
A&K,A&K A9 (White),flipkart,749,0,http://www.flipkart.com/k-a9/p/itme8azxhxbghwjk?pid=MOBE44WP5GJCCHC6
A&K,A&K A7 (Purple),snapdeal,0,1,http://www.snapdeal.com//product/ak-dual-sim-mobile-phonea/636833642806?tag=New
A&K,A&K C 300 (Black),flipkart,685,1,http://www.flipkart.com/k-c-300/p/itme6gfhvaqghaxh?pid=MOBEFMMWBEQA27YG
A&K,A&K A8 (Yellow),flipkart,749,1,http://www.flipkart.com/k-a8/p/itme8azxvy44mtgz?pid=MOBE44WQGK6HK59B
A&K,A&K A 1100 (Black),flipkart,640,1,http://www.flipkart.com/k-1100/p/itme738fckn8rfpy?pid=MOBEFH68MHYHHHFN
A&K,A&K A600 Bb (Black),flipkart,715,1,http://www.flipkart.com/k-a600-bb/p/itmefmrkusf2mw4v?pid=MOBEFMRKW5MHEUYM
A&K,A&K A9 (Yellow),flipkart,749,1,http://www.flipkart.com/k-a9/p/itme8azxhxbghwjk?pid=MOBE44WQXSHDRUVS
A&K,A&K A8 (Black),snapdeal,749,1,http://www.snapdeal.com//product/ak-a-8-dual-sim/680868239432?tag=New
A&K,A&K A7 (Green),snapdeal,682,0,http://www.snapdeal.com//product/ak-dual-sim-mobile-phonea/643121030660?tag=New
A&K,A&K A9 (White),snapdeal,725,0,http://www.snapdeal.com//product/a-9-white/264621719?tag=New
A&K,A&K A 600 (White),flipkart,749,1,http://www.flipkart.com/k-600/p/itme6gfq2v94fnzs?pid=MOBEFMMWKSWTUUFP
A&K,A&K A 1800 W (White),flipkart,685,0,http://www.flipkart.com/k-1800-w/p/itme3g5awwxaqpwh?pid=MOBEFH68YCCFPWQB
A&K,A&K A8 (Gold),snapdeal,749,1,http://www.snapdeal.com//product/ak-a-8-dual-sim/667530428540?tag=New
A&K,A&K C 300 (Pink),flipkart,685,0,http://www.flipkart.com/k-c-300/p/itme6gfhvaqghaxh?pid=MOBEFMMWGTAJV2TN
A&K,A&K A8 (Yellow),snapdeal,749,1,http://www.snapdeal.com//product/ak-a-8-dual-sim/649793764774?tag=New
A&K,A&K A 600 (Black),flipkart,725,1,http://www.flipkart.com/k-600/p/itme6gfq2v94fnzs?pid=MOBEFMMWHURHNYJF
A&K,A&K A9 (Yellow),snapdeal,0,1,http://www.snapdeal.com//product/a-9-yellow/244510547?tag=New
A&K,A&K A9 (Black),snapdeal,725,1,http://www.snapdeal.com//product/a-9-black/283846525?tag=New
A&K,A&K A600 (Black),flipkart,699,1,http://www.flipkart.com/k-a600-yb/p/itmefmrkwadts3xu?pid=MOBEFMRKZDDSBBZD
A&K,A&K A 777 (Yellow),flipkart,1199,0,http://www.flipkart.com/k-777/p/itme73bygvrthfjr?pid=MOBE3VVKY9GAWSZG
A&K,A&K A 777 (Black),flipkart,1199,0,http://www.flipkart.com/k-777/p/itme73bygvrthfjr?pid=MOBE3VVKWKGT2BUM
A&K,A&K A1111 (Black),flipkart,1999,1,http://www.flipkart.com/k-1111/p/itme73byjzfhy9yh?pid=MOBE3VVKGZ5BXNAY
A&K,A&K A600 Gb (Black),flipkart,715,1,http://www.flipkart.com/k-a600-gb/p/itmefmrkrzgezmqj?pid=MOBEFMRKWHSGAYU2
A&K,A&K A1300 (Blue),flipkart,660,0,http://www.flipkart.com/k-a1300-lb/p/itme3g5agttf8fdc?pid=MOBEFH68GCA5H7UR
A&K,A&K A 555 (Black),flipkart,1190,1,http://www.flipkart.com/k-bar-phone-555/p/itme6gfkwrggrzaz?pid=MOBEFMMWRDXG49ZQ
A&K,A&K A 1800 (Black),flipkart,685,1,http://www.flipkart.com/k-1800-bk/p/itme3g5aqb2x4neg?pid=MOBEFH68FGCFPGGJ
A&K,A&K A 1300  (Pink),flipkart,660,1,http://www.flipkart.com/k-1300-pk/p/itme3g5ak5gf8gyh?pid=MOBEFH68DZ7GPAT5
A&K,A&K A 1100 (Blue),flipkart,640,1,http://www.flipkart.com/k-1100/p/itme738fckn8rfpy?pid=MOBEFH68BJCHPSVH
A&K,A&K A 1100 (Yellow),flipkart,640,1,http://www.flipkart.com/k-1100/p/itmefh68dgh2ruvc?pid=MOBEFH68HVHQE96Z
A&K,A&K A 1800 (Pink),flipkart,685,1,http://www.flipkart.com/k-1800-p/p/itmefh68gheux6ck?pid=MOBEFH68RWMWGB8M
A&K,A&K A777 (Red),flipkart,1199,0,http://www.flipkart.com/k-777/p/itme73bygvrthfjr?pid=MOBE3VVKZTPD7H3C
A&K,A&K A 1800  (Blue),flipkart,685,0,http://www.flipkart.com/k-1800-b/p/itme3g5ax7zghjh7?pid=MOBEFH68FRVCRWUR
A&K,A&K A3333 (White),flipkart,1078,1,http://www.flipkart.com/k-3333/p/itme73ayvjfdywe2?pid=MOBE3VVKQZRM8WMQ
A&K,A&K A 1200  (White),flipkart,685,0,http://www.flipkart.com/k-1200-w/p/itme3g5a2hxwfgp6?pid=MOBEFH68DYGFDC5S
A&K,A&K A 3 (Black; Blue),flipkart,715,1,http://www.flipkart.com/k-bar-phone-3/p/itme6g2h8mwspdfh?pid=MOBEYNCFT5UMD8TU
A&K,A&K A 777 (White),flipkart,1199,0,http://www.flipkart.com/k-777/p/itme73bygvrthfjr?pid=MOBE3VVKT9HYBEVX
A&K,A&K A 555 (Grey),flipkart,1190,1,http://www.flipkart.com/k-bar-phone-555/p/itme6gfkwrggrzaz?pid=MOBEFMMWZS8GXJDE
A&K,A&K A 1111 (Yellow),flipkart,1949,1,http://www.flipkart.com/k-1111/p/itme73byjzfhy9yh?pid=MOBE3VVKFFDXZ6TU
A&K,A&K A 3 (Black; White),flipkart,715,1,http://www.flipkart.com/k-bar-phone-3/p/itme6g2h8mwspdfh?pid=MOBEYNCFSQJBRGHR
A&K,A&K A 3333 (Black),flipkart,1078,1,http://www.flipkart.com/k-3333/p/itme73ayvjfdywe2?pid=MOBE3VVK5X5HPFDG
A&K,A&K A666 (Black),flipkart,1179,1,http://www.flipkart.com/k-a666/p/itme73aj5k9pwwpn?pid=MOBE4ZE4NFQSTHMN
A&K,A&K A 1200 R (Red),flipkart,685,0,http://www.flipkart.com/k-1200-r/p/itmefh683qkgsgyb?pid=MOBEFH68DQGRGETX
A&K,A&K A 1 (Black; Blue),flipkart,690,1,http://www.flipkart.com/k-bar-phone-1/p/itme6gfnhp4k2bzz?pid=MOBEYNCFRKGFGPHG
A&K,A&K A 2 (Blue; Black),flipkart,715,1,http://www.flipkart.com/k-bar-phone-2/p/itme6g2dynxzyt5f?pid=MOBEYNCF6CY8TVYK
A&K,A&K A 4 (Red),flipkart,715,1,http://www.flipkart.com/k-bar-phone-4/p/itme6gfhzshgpzde?pid=MOBEYGNMPFMVDF99
A&K,A&K A 2 (Green; Black),flipkart,715,1,http://www.flipkart.com/k-bar-phone-2/p/itme6g2dynxzyt5f?pid=MOBEYNCFGNARCFSG
A&K,A&K A 3 (Black; Yellow),flipkart,715,1,http://www.flipkart.com/k-bar-phone-3/p/itme6g2h8mwspdfh?pid=MOBEYNCFTYCBPYAP
A&K,A&K A 3333 (Blue),flipkart,1198,1,http://www.flipkart.com/k-3333/p/itme73ayvjfdywe2?pid=MOBE3VVKZ93WJBUR
A&K,A&K A 5 (Black),flipkart,715,1,http://www.flipkart.com/k-bar-phone-5/p/itmeyncf5ynnb3wt?pid=MOBEYNCF5ZZKWEZS
A&K,A&K A 2 (Red; Black),flipkart,715,1,http://www.flipkart.com/k-bar-phone-2/p/itme6g2dynxzyt5f?pid=MOBEYNCFK4F9YDZC
A&K,A&K A 3 (Black; Orange),flipkart,715,1,http://www.flipkart.com/k-bar-phone-3/p/itme6g2h8mwspdfh?pid=MOBEYNCFVESDBV2D
A&K,A&K A 6 (Blue; Black),flipkart,749,1,http://www.flipkart.com/k-bar-phone-6/p/itme6g2hbt3hz9vk?pid=MOBEYNCFGV5UPYXW
A&K,A&K A 3 (Black; Green),flipkart,715,1,http://www.flipkart.com/k-bar-phone-3/p/itme6g2h8mwspdfh?pid=MOBEYNCF2CEGQHCY
A&K,A&K A 1 (Black; Green),flipkart,715,1,http://www.flipkart.com/k-bar-phone-1/p/itme6gfnhp4k2bzz?pid=MOBEYNCFYMCCEBHD
A&K,A&K A 6 (Purple),flipkart,749,1,http://www.flipkart.com/k-bar-phone-6/p/itme6g2hbt3hz9vk?pid=MOBEYGNMH2JFBUWV
A&K,A&K A 2 (Orange; Black),flipkart,715,1,http://www.flipkart.com/k-bar-phone-2/p/itme6g2dynxzyt5f?pid=MOBEYNCFZJ9F8DJV
A&K,A&K A 555 (Silver; White),flipkart,1190,1,http://www.flipkart.com/k-bar-phone-555/p/itme6gfkwrggrzaz?pid=MOBEYNCFDTXHJYXU
A&K,A&K A 333 (Black),flipkart,1399,1,http://www.flipkart.com/k-333/p/itme73aznqqsqcwu?pid=MOBE3VVKHSCJWWDD
A&K,A&K A 4 (Black),flipkart,715,1,http://www.flipkart.com/k-bar-phone-4/p/itme6gfhzshgpzde?pid=MOBEYNCFFFHDHVHT
A&K,A&K A 1 (Black; Orange),flipkart,715,1,http://www.flipkart.com/k-bar-phone-1/p/itme6gfnhp4k2bzz?pid=MOBEYNCF6FYVGH9F
A&K,A&K A7 (Light Blue),flipkart,749,1,http://www.flipkart.com/k-a7/p/itme8azxygenh2pg?pid=MOBE44WQRRUWUSDB
A&K,A&K A10Gold (Gold),flipkart,749,1,http://www.flipkart.com/k-a10/p/itme8azxhhbbhxzh?pid=MOBE44WPNMXC5GXK
A&K,A&K A666 (White),flipkart,1179,1,http://www.flipkart.com/k-a666/p/itme73aj5k9pwwpn?pid=MOBE4ZE4YVS5KZFS
A&K,A&K A 111 (Red),flipkart,890,1,http://www.flipkart.com/k-111/p/itmefmmw7rgcjrqv?pid=MOBEFMMWY5PUVFHV
A&K,A&K A 10 (Blue; Black),flipkart,749,1,http://www.flipkart.com/k-a10/p/itme8azxhhbbhxzh?pid=MOBE45UEWZYZZWQP
A&K,A&K A 6 (Orange),flipkart,715,1,http://www.flipkart.com/k-bar-phone-6/p/itme6g2hbt3hz9vk?pid=MOBEYGNMTEFFMF7V
A&K,A&K G 3030 (Blue),flipkart,890,0,http://www.flipkart.com/k-g-3030/p/itme6g2ahsvcmt4g?pid=MOBEFMMWZGZVRNGD
A&K,A&K A9 (Blue),flipkart,749,1,http://www.flipkart.com/k-a9/p/itme8azxhxbghwjk?pid=MOBE44WQ2FGXQFAN
A&K,A&K A 444 (Red),flipkart,1399,1,http://www.flipkart.com/k-444/p/itme73byhu3kxfkk?pid=MOBE3VVKWMBHG9WW
A&K,A&K A7 (Gold),flipkart,749,1,http://www.flipkart.com/k-a7/p/itme8azxygenh2pg?pid=MOBE44WQNMJAT2G7
A&K,A&K A 10 (Black),flipkart,749,1,http://www.flipkart.com/k-10/p/itme73byjaetqen4?pid=MOBE45UEPKNN9ZNT
A&K,A&K G 5050 (White),flipkart,890,1,http://www.flipkart.com/k-g-5050/p/itme6g28ywd2kqdd?pid=MOBEFMMWB3YZWZCR
A&K,A&K A111 (Red),flipkart,890,1,http://www.flipkart.com/k-a111-ow/p/itmefmrkyhtyvxku?pid=MOBEFMRKJZS3GVCG
A&K,A&K G 4040 (Orange),flipkart,890,1,http://www.flipkart.com/k-g-4040/p/itme6g2bwvymhyvk?pid=MOBEFMMWWGJANCZF
A&K,A&K G 4040 (Black),flipkart,890,1,http://www.flipkart.com/k-g-4040/p/itme6g2bwvymhyvk?pid=MOBEFMMWJVUE5ZKB
A&K,A&K Ablu (Blue),flipkart,749,1,http://www.flipkart.com/k-ablu/p/itme44wq2ww7qsvm?pid=MOBE44WQ2XQAGAZ2
A&K,A&K A 1300 (Black),flipkart,660,0,http://www.flipkart.com/k-1300-bk/p/itme3g5apnmkqzgv?pid=MOBEFH68PUKZHHQ8
A&K,A&K G 3030 (Green),flipkart,890,0,http://www.flipkart.com/k-g-3030/p/itme6g2ahsvcmt4g?pid=MOBEFMMWWGDDYHKT
A&K,A&K A 1300 (Orange),flipkart,660,0,http://www.flipkart.com/k-1300-o/p/itmefh68fqtqcnzq?pid=MOBEFH687EZCGJCR
A&K,A&K A 222 (Orange; Black),flipkart,990,1,http://www.flipkart.com/k-bar-phone-222/p/itme6g29cjpheanq?pid=MOBEYNCF6DHJZ2XS
A&K,A&K A 222 (Red; Black),flipkart,990,1,http://www.flipkart.com/k-bar-phone-222/p/itme6g29cjpheanq?pid=MOBEYNCF8QVNGQ5X
A&K,A&K A9 (Orange),flipkart,749,1,http://www.flipkart.com/k-a9/p/itme8azxhxbghwjk?pid=MOBE44WRKZ5R2WEX
A&K,A&K A 1200  (Blue),flipkart,670,0,http://www.flipkart.com/k-1200-b/p/itme3g5attyzerqg?pid=MOBEFH68ZBRC5ZYB
A&K,A&K A 1400  (Gold),flipkart,680,0,http://www.flipkart.com/k-1400-wg/p/itme3g5byc8vqmup?pid=MOBEFH68VXGQRJ3Y
A&K,A&K C 300 (White),flipkart,685,1,http://www.flipkart.com/k-c-300/p/itme6gfhvaqghaxh?pid=MOBEFMMWMRGGJYUY
A&K,A&K A8 (Orange),flipkart,749,1,http://www.flipkart.com/k-a8/p/itme8azxvy44mtgz?pid=MOBE44WP5NSAM6G2
A&K,A&K A 222 (Orange; White),flipkart,990,1,http://www.flipkart.com/k-bar-phone-222/p/itme6g29cjpheanq?pid=MOBEYNCFXZ27AHES
A&K,A&K A 222 (Silver; Black),flipkart,990,1,http://www.flipkart.com/k-bar-phone-222/p/itme6g29cjpheanq?pid=MOBEYNCFJH4RZFGR
A&K,A&K A 1400 (Yellow),flipkart,680,0,http://www.flipkart.com/k-1400-wy/p/itme3g5bua66qgen?pid=MOBEFH68C3JC6ZHS
A&K,A&K A 1400 (Black),flipkart,680,0,http://www.flipkart.com/k-1400-wb/p/itme6g28f4xd4s2w?pid=MOBEFH68SXNAGDMN
A&K,A&K G 5050(Black;Blue),snapdeal,890,1,http://www.snapdeal.com//product/ak-g-5050-blue-black/681448233654?tag=New
A&K,A&K C 100,snapdeal,0,1,http://www.snapdeal.com//product/ak-c-100-mobile-phone/660922602715?tag=New
A&K,A&K C 100 (Black),snapdeal,0,1,http://www.snapdeal.com//product/ak-c-100-black-red/643156342575?tag=New
A&K,A&K G 5050(Black;Green),snapdeal,890,1,http://www.snapdeal.com//product/ak-g-5050-green-black/657693851169?tag=New
A&K,A&K G 5050 (Black),snapdeal,890,1,http://www.snapdeal.com//product/ak-g-5050-black-smart/618528273151?tag=New
A&K,A&K C 100 (Black),flipkart,675,1,http://www.flipkart.com/k-c-100/p/itme53bhytmkhcdg?pid=MOBE53BHWSWHAFZM
A&K,A&K A 1400 (Blue),flipkart,680,0,http://www.flipkart.com/k-1400-wb/p/itme6g28f4xd4s2w?pid=MOBEFH68DXP9FEY9
A&K,A&K A 444 (Yellow),flipkart,1399,0,http://www.flipkart.com/k-444/p/itme73byhu3kxfkk?pid=MOBE3VVK4PZUBPED
A&K,A&K G 5050 (Black),flipkart,890,1,http://www.flipkart.com/k-g-5050/p/itme6g28ywd2kqdd?pid=MOBEFMMWVR4DUQXS
A&K,A&K A 1400 (Red),flipkart,680,0,http://www.flipkart.com/k-1400-wr/p/itmefh68zfqqhs5g?pid=MOBEFH688RXZFZJT
A&K,A&K G 6060 (Blue),flipkart,890,1,http://www.flipkart.com/k-g-6060/p/itme6g2c5yczgegj?pid=MOBEFMMWPHZCHNGG
A&K,A&K G 5050(Black;Yellow),snapdeal,890,1,http://www.snapdeal.com//product/ak-g-5050-black-yellow/645898101602?tag=New
A&K,A&K G 6060 (Green),flipkart,890,1,http://www.flipkart.com/k-g-6060/p/itme6g2c5yczgegj?pid=MOBEFMMW2HRZRZ5R
A&K,A&K G 6060 (Black),flipkart,890,1,http://www.flipkart.com/k-g-6060/p/itme6g2c5yczgegj?pid=MOBEFMMWP5WY9JXA
A&K,A&K G 6060 (Black),snapdeal,890,1,http://www.snapdeal.com//product/ak-g-6060-black-smart/669333143796?tag=New
A&K,A&K G 6060 (Blue),snapdeal,890,1,http://www.snapdeal.com//product/ak-g-6060-blue-black/638504794296?tag=New
Adcom,Adcom KIT KAT A35 Plus (Black),flipkart,2299,1,http://www.flipkart.com/adcom-kit-kat-a35-plus/p/itme6gfhhh9zrfmh?pid=MOBEYZC6S5WJ5HGB
Adcom,Adcom KIT KAT A35 Plus (White),flipkart,2499,1,http://www.flipkart.com/adcom-kit-kat-a35-plus/p/itme6gfhhh9zrfmh?pid=MOBEYZC6KZCHNFZF
A&K,A&K G 6060 (Green),snapdeal,890,1,http://www.snapdeal.com//product/ak-g-6060-green-black/686586852988?tag=New
A&K,A&K G 5050(Black;Orange),snapdeal,890,1,http://www.snapdeal.com//product/ak-g-5050-black-orange/631842154754?tag=New
Adcom,Adcom Thunder A-350 (Black),flipkart,2499,1,http://www.flipkart.com/adcom-thunder-a-350-hd/p/itme6g3jvagzn89d?pid=MOBDPW67C8FGCGNU
A&K,A&K G 6060(Orange;Black),snapdeal,890,0,http://www.snapdeal.com//product/ak-g-6060-orange-black/629078196141?tag=New
Acer,Acer E210 Black,snapdeal,6999,0,http://www.snapdeal.com//product/acer-betouch-e210-512mb-black/80292392?tag=
Acer,Acer S300 Black,flipkart,0,1,http://www.flipkart.com/acer-iconia-smart-s300/p/itmdqp9hje9kzgry?pid=MOBDQ34EQBKABCFX
Adcom,Adcom KIT KAT A35 Plus (Black),snapdeal,4000,0,http://www.snapdeal.com//product/adcom-kitkat-a35-plus-3g/301694193?tag=New
Adcom,Adcom KIT KAT A35 Plus (White),snapdeal,2299,0,http://www.snapdeal.com//product/adcom-kitkat-a35-plus-3g/447450271?tag=New
Acer,Acer Liquid Jade,snapdeal,17077,0,http://www.snapdeal.com//product/acer-jade/952361442?tag=New
Adcom,Adcom A-350(I) Smartphone (White),flipkart,2299,1,http://www.flipkart.com/adcom-thunder-a-350i/p/itme6gfzedygbxy4?pid=MOBDQH57HRVBGA2S
Acer,Acer Liquid E700,snapdeal,8799,1,http://www.snapdeal.com//product/acer-e700/1541694091?tag=New
Adcom,Adcom KIT KAT A35 Plus (Black),amazon,0,0,http://www.amazon.in/Adcom-Kitkat-A35-Plus-Black/dp/B00TFD6VWY
Adcom,Adcom KIT KAT A35 Plus (White),amazon,2299,0,http://www.amazon.in/Adcom-Kitkat-A35-Plus-White/dp/B00TFD6TB2
Adcom,Adcom A-350(I) Smartphone (Black),flipkart,2499,1,http://www.flipkart.com/adcom-thunder-a-350i/p/itme6gfzedygbxy4?pid=MOBDQH57TCAYFBNZ
Adcom,Adcom Thunder A-350 (Black),amazon,2299,0,http://www.amazon.in/Adcom-A-350-Black/dp/B00TFD6QZQ
Adcom,Adcom A40  (Black),flipkart,2699,1,http://www.flipkart.com/adcom-kitkat-a40-plus-3g/p/itme6gfjeggarg24?pid=MOBEFUZJX4KNUDRJ
Adcom,Adcom Thunder A-350 (Black),snapdeal,2299,1,http://www.snapdeal.com//product/adcom-thunder-a-350/1383213?tag=
Adcom,Adcom A40 (White),flipkart,2699,1,http://www.flipkart.com/adcom-kitkat-a40-plus-3g/p/itme6gfjeggarg24?pid=MOBEFUZJQAN8BWDN
Adcom,Adcom A40  (Black),snapdeal,4500,0,http://www.snapdeal.com//product/adcom-kit-kat-a40-3g/1811354724?tag=New
Adcom,Adcom A-400(I) (Black),flipkart,0,1,http://www.flipkart.com/adcom-thunder-a-400-i/p/itme6g3g5hga2f4k?pid=MOBDPW67Y2QZUPTA
Adcom,Adcom A-350(I) Smartphone (Black),amazon,2297,0,http://www.amazon.in/Adcom-AdvantageComputers020-A-350I-Black/dp/B00QUR2VFY
Adcom,Adcom A-350(I) Smartphone (Black),snapdeal,2299,1,http://www.snapdeal.com//product/adcom-smartphone-a-350i-black/29792016?tag=
Adcom,Adcom A-350(I) Smartphone (White),snapdeal,2923,1,http://www.snapdeal.com//product/adcom-smartphone-a-350i-white/1855005798?tag=
Adcom,Adcom A430 Plus Smartphone(Black),flipkart,0,1,http://www.flipkart.com/adcom-thunder-a-430-hd/p/itme6g4gsz2g6dpc?pid=MOBDPW67H52HGZA5
Adcom,Adcom A40 (White),snapdeal,4500,0,http://www.snapdeal.com//product/adcom-kit-kat-a40-3g/282750231?tag=New
Adcom,Adcom A-350(I) Smartphone (White),amazon,2299,0,http://www.amazon.in/Adcom-AdvantageComputers011-A-350I-White/dp/B00QUR1WBI
Adcom,Adcom A-400,snapdeal,6000,0,http://www.snapdeal.com//product/adcom-smartphone-a-400/1342202?tag=
Adcom,Adcom A40  (Black),amazon,2699,0,http://www.amazon.in/Adcom-KitKat-3G-A40-Black/dp/B00TFDDW1W
Adcom,Adcom A40 (White),amazon,2699,0,http://www.amazon.in/Adcom-KitKat-3G-A40-White/dp/B00TFD6HYG
Adcom,Adcom A-400(I) (Black),snapdeal,2663,0,http://www.snapdeal.com//product/adcom-a400i-black-with-2200/1073076838?tag=
Adcom,Adcom A430 Plus Smartphone(White),flipkart,0,1,http://www.flipkart.com/adcom-thunder-a-430-hd/p/itme6g4gsz2g6dpc?pid=MOBDPW67ZGCK4UY2
Adcom,Adcom A-400(I) (White),snapdeal,2663,0,http://www.snapdeal.com//product/adcom-a400i-white-with-2200/448435292?tag=
Adcom,Adcom A-47 Quad Core Smartphone (Gold),flipkart,3932,1,http://www.flipkart.com/adcom-thunder-kit-kat-a47/p/itme8azyfyzfrmcf?pid=MOBE4R5QMNGYGZAD
Adcom,Adcom A-47 Quad Core Smartphone (Blue),flipkart,3932,1,http://www.flipkart.com/adcom-thunder-kit-kat-a47/p/itme8azyfyzfrmcf?pid=MOBE4R5QA97YR8SE
Adcom,Adcom A430 Plus Smartphone(White),snapdeal,3381,0,http://www.snapdeal.com//product/adcom-a430-plus-white/330147266?tag=Exclusive
Adcom,Adcom A-47 Quad Core Smartphone (Black),snapdeal,3875,1,http://www.snapdeal.com//product/adcom-kitkat-a47-quad-core/650889990054?tag=New
Adcom,Adcom A440 Plus Smartphone,snapdeal,4400,0,http://www.snapdeal.com//product/adcom-kitkat-3g-a440-plus/952857687?tag=New
Adcom,Adcom A-47 Quad Core Smartphone (Grey),flipkart,3932,0,http://www.flipkart.com/adcom-thunder-kit-kat-a47/p/itme4xghr3tzjyvg?pid=MOBE4XGHWVJEQGTR
Adcom,Adcom A430 Plus Smartphone(Black),snapdeal,3398,0,http://www.snapdeal.com//product/adcom-a430-plus-black/751457646?tag=Exclusive
Adcom,Adcom A-47 Quad Core Smartphone (Blue),amazon,3925,0,http://www.amazon.in/Adcom-Kitkat-A-47-IPS-Blue/dp/B00U1BQCF0
Adcom,Adcom A430 Ips,snapdeal,4499,0,http://www.snapdeal.com//product/adcom-a430/1050354848?tag=
Adcom,Adcom A-47 Quad Core Smartphone (Gold),snapdeal,3875,0,http://www.snapdeal.com//product/adcom-kitkat-a47-quad-core/627493143790?tag=New
